annotation_text,annotated_quote,annotation_location,category
,,,
,,,
Sporting woman = whore,"and let her sport herself

  With that she’s big with",Act 2 Scene 1,
The blue nose is a return of Mamillius' theme from 2.1.16,"You smell this business with a sense as cold
  As is a dead man’s nose.",Act 2 Scene 1,Class
Stereotype of women being soft and emotional.,"I am not prone to weeping, as our sex
  Commonly are",Act 2 Scene 1,
"A reference to astrology. Depending on how certain planets are aligned to the earth, they are thought to influence aspects of life such as fortune. Mars and Saturn are especially considered malefic.",There’s some ill planet reigns,Act 2 Scene 1,
"I wonder why Shakespeare alludes to the title here...may be foreshadowing that this play, ""The Winter's Tale,"" has a sad ending. ",A sad tale’s best for winter.,Act 2 Scene 1,Gender
What a spicy entrance line...!,"I had thought, sir, to have held my peace until
  You had drawn oaths from him not to stay",Act 1 Scene 2,
"The imagery here is very interesting. I interpret this as fire being the masculine grief and tears being feminine, therefore her grief was given by Leontes. But I also wonder why she is so rational when faced with this accusation? Is this meant to leave some ambiguity to the possibility of an affair? Or is it meant to contrast from how wild, irrational and hot-headed Leontes is acting?","That honorable grief lodged here which burns
  Worse than tears drown",Act 2 Scene 1,Gender
"I found this line interesting because I couldn't quite decide how best to interpret it. I think you could interpret the line in one of two ways: that if Hermione was lying, Antigonus would treat his wife's quarters the way he treats his stables, treating her no better than a horse, or that he would lock up his wife in his stables so he knew where she was at all times. Which interpretation do you think is the strongest? Do you see any other ways the lines could be interpreted? Do you think the language is ambiguous on purpose? Why do you think Antigonus is so willing to punish his own wife and even more so, all women, for the perceived sins of Hermione? ","If it prove
  She’s otherwise, I’ll keep my stables where
  I lodge my wife. I’ll go in couples with her;",Act 2 Scene 1,Class
"The story takes a turn for the real when the fictional man turns into Leontes, and Hermoine is frighted for her life and the life of her children. But I like this ambiguity in Mamilius' tale -is it the man doing the frighting, or is the man who will be frightened by goblins and spirits? The play tells us it's both. ",There was a man,Act 2 Scene 1,
"Mamilius is the teller of 
""the winter's tale,"" not the adults. Children own this story, we need the magic of children, children are the magic-producers.  ",A sad tale’s best for winter.,Act 2 Scene 1,Class
"Reading faces. Mamilius is doing what Leontes did to him. Leontes seems to think he can ""read faces,"" but we learn this is a failed effort. Anticipates the final scene -how to read the statue?  ",I learned it out of women’s faces,Act 2 Scene 1,Gender
"""Purge"" is often used in connection to illness, such as ""purging"" someone of a sickness. Jealousy is likened to a disease, again, which Paulina hopes to rid him of through his child.",purge him of that humor,Act 2 Scene 3,
"This is a paragraph that interests me and I would like to look at as a group. In our discussion in class we talked about reality VS illusion as something that divides Hermione & Polixenes from Leontes. Leontes is unable to enter their conversation because they talk about things with ""certainty"", and things they ""verily"" believe in. Again this also brings up the question of what really is going on between Hermione and Polixenes. Here they seem to be evenly matched on an intellectual level, with Hermoining asserting that ""A lady...is as potent as a lord's"". She sees them as equals. Potent also suggests fertility. Also note the previous mention of Polixenes trying to ""unsphere the stars with oaths"", does that suggest some kind of previous understanding between them? Whatever is going on, it's certainty ""nothing"" Leontes has ever seen before. ","Verily,
  You shall not go. A lady’s “verily” is
[65]  As potent as a lord’s. Will you go yet?
  Force me to keep you as a prisoner,
  Not like a guest, so you shall pay your fees
  When you depart and save your thanks. How say you?

  My prisoner or my guest? By your dread “verily,”
[70]  One of them you shall be.",Act 1 Scene 2,Gender
"It's strange that Leontes makes the comment that the child is a ""female bastard"" rather than just calling her a ""bastard"" as he had in previous scenes. Why the specific mention of gender?",female bastard,Act 2 Scene 3,
"Leontes' jealousy and irrational thoughts are looked at by others as a disease or illness that has affected him. In this case, it's not Leontes' fault that he feels this way, someone else caused this. Earlier, in Act 1, Camillo tells Leontes to ""be cured/Of this diseased opinion."" What is the effect of posing Leontes' jealousy as an illness, as something out of his control?  Do you think that Leontes is truly sick (in the head), or is he simply prejudiced and irrational?","It is for you we speak, not for ourselves.
  You are abused, and by some putter-on
  That will be damned for ’t. Would I knew the
  villain!",Act 2 Scene 1,Pandemics
"Visual imagery - a blue nose or blue features could be interpreted as the features of a person who is ill, or short of oxygen. This is a bug, I don't quite understand it's meaning, but I have a feeling it's significant. ","Nay, that’s a mock. I have seen a lady’s nose
[20]  That has been blue, but not her eyebrows.",Act 2 Scene 1,Pandemics
"Reminds me of the ""love triangle"" with Leontes, Polixenes, and Hermione. One person is favored over the other, leaving the third person jealous and lonely.","You’ll kiss me hard and speak to me as if
  I were a baby still.—I love you better.",Act 2 Scene 1,Class
"While it could be spoken differently than I am reading it, it seems like Hermione is not overly surprised about the accusation. It's as if her response was planned out.","But I’d say he had not,
[80]  And I’ll be sworn you would believe my saying,
  Howe’er you lean to th’ nayward.",Act 2 Scene 1,
"The Lords all know what is right, but they have no power to stop the King from doing what he wishes. None of them want to see Hermione jailed or killed, and none of them want the child burned. However, all they can do is plead to him as repayment for all their past favors and kneel.",As recompense of our dear services,Act 2 Scene 3,
"Hermione seems to recognize that she cannot persuade Leontes, so she decides to leave it up to a higher power to ensure the truth will come to light. ","There’s some ill planet reigns.
[130]  I must be patient till the heavens look
  With an aspect more favorable",Act 2 Scene 1,Class
"Reference to the Bubonic plague, though subtle in nature.  How Shakespeare uses it as a terminology to curse, reflects how troubled he was by the plague.   ",plague,Act 1 Scene 2,
"While this doesn't directly reference Leontes as being sick with jealousy, the line references an ""ill planet"" as the stars being in place to make him mad. Illness is again mentioned in reference to jealousy.",There’s some ill planet reigns.,Act 2 Scene 1,Pandemics
"He remarks how science has progressed, yet disasters keep falling upon civilizations. Could be seen as a reference to the pandemic. Reflects how people saw an epidemic as a curse of the supernatural rather than it stemming from science. ","yet nature finds
  itself scourged by the sequent effects",Act 1 Scene 2,
"Notice how he first says ""the covering sky is nothing."" In this play, there are repeated references to the stars and the moon, which can be references to astrology and how the stars can affect us (goes with magical themes). Is he mockingly saying that even the affects of the stars mean nothing? This also goes with the repeated references to time; is time an illusion?",The covering sky is nothing,Act 1 Scene 2,Pandemics
How does this passage function to support Leontes? What other impacts does it have?,"Be she honor-flawed,
[175]  I have three daughters—the eldest is eleven;
  The second and the third, nine and some five;
  If this prove true, they’ll pay for ’t. By mine honor,
  I’ll geld ’em all; fourteen they shall not see
  To bring false generations. They are co-heirs,

[180]  And I had rather glib myself than they
  Should not produce fair issue.",Act 2 Scene 1,Gender
"Again, we see the strong will of Paulina and Antigonus's inability to stop her. Leontes points out that Antigonus is ""dethroned"" from his role of authority by his wife, who will not let him stop her.","Thou dotard; thou art woman-tired, unroosted",Act 2 Scene 3,
"Paulina, despite being in a position in which she is expected to give way to her husband, refuses to be ruled by him unless he locks her up. He still has the power to jail her, but he does not have the power to stop her from speaking up.",He shall not rule me.,Act 2 Scene 3,
"First time the word ""nothing"" is used in the play --> makes the connection between the word ""nothing"" and the idea of real vs the imagined ","With what’s unreal thou coactive art,
  And fellow’st nothing.",Act 1 Scene 2,None
a euphemism for intercourse--sexual fluids were thought of as another form of blood; also refers to the intermixing (muddying?) of the royal bloodlines,mingling bloods,Act 1 Scene 2,
"the royal ""we,"" not an actual plural",we,Act 1 Scene 2,
the language of grafting was often used as a sexual discourse in the medieval and early modern periods,rooted betwixt them,Act 1 Scene 1,
educated,trained,Act 1 Scene 1,
"three sour/cranky months? maybe continuing the emphasis on astrology, and referencing the sun in Cancer (the crab)",crabbèd,Act 1 Scene 2,Class
mirrors the language of debt in line 33,Charge,Act 1 Scene 2,None
"evokes the ""hand-fasting"" ritual of marriage/betrothal--homoerotic undertones here",shook hands,Act 1 Scene 1,
"the word ""visitation"" has multiple meanings, many of which could simultaneously apply here: a social visit, a formal state visit or inspection, or an affliction, a divine curse, punishment/vengeance--playing into the plague imagery and foreshadowing Leontes' wrath towards Polixenes",the visitation,Act 1 Scene 1,None
"symbolically, lambs represented chastity (suggesting that such innocence could have only existed for L and P before marriage)",innocence for innocence,Act 1 Scene 2,None
"language of indebtedness continues, and foreshadows the retribution Leontes will inflict upon Polixenes",The borrow of a week,Act 1 Scene 2,None
"The use of the pronoun “it” instead of “his” changes the focus of the sentence from Mamillius as a person to the public figure of the prince, not necessarily this prince specifically.",It,Act 1 Scene 1,Gender
"Another example of Leontes' misogyny - it is the women's fault for their ""sins."" Almost like he believes women are being sinful by being sexually desirable. ",Your queen and I are devils.,Act 1 Scene 2,
Hermione has been turned into a commodity (the pond) with the specific purpose of providing goods. A form of objectification,And his pond fished by his next neighbor,Act 1 Scene 2,
A flirtatious element to her great speaking/people skills. How she is able to get what she wants?,"You may ride ’s
  With one soft kiss a thousand furlongs ere
  With spur we heat an acre",Act 1 Scene 2,
With either answer Polixenes is already a prisoner because he doesn't really have a choice. Hermione has thoroughly overpowered him and made it clear her opinion is the only one that matters in this situation.,"My prisoner or my guest? By your dread “verily,”
[70]  One of them you shall be.",Act 1 Scene 2,Gender
"Nine changes of the moon (the moon controls the tides and so it termed ""the wat'ry star""), so nine months have passed.",Nine changes of the wat’ry star,Act 1 Scene 2,Class
"Why are they calling the Prince ""it?""",It,Act 1 Scene 1,
"This play begins ""in medias res,"" or in the middle of the plot, without introduction.","If you shall chance, Camillo, to visit Bohemia
  on the like occasion whereon my services
  are now on foot, you shall see, as I have said, great
  difference betwixt our Bohemia and your Sicilia.",Act 1 Scene 1,
"Why does Polixenes say that no one could convince him like Leontes could, then is actually convinced by Hermione? ","There is no tongue that moves, none, none i’ th’
  world,
  So soon as yours could win me.",Act 1 Scene 2,None
"Even while distanced, they were able to stay in communication over all of the years. Reminds me of even the short amount of time that we've been physically distanced from one another, and the effect it has had on a lot of my personal relationships. I think it's really impressive that they were able to stay connected, even without the technology and social media we have today. ","hath been royally
  attorneyed with interchange of gifts, letters, loving
[30]  embassies, that they have seemed to be together
  though absent, shook hands as over a vast, and
  embraced as it were from the ends of opposed
  winds",Act 1 Scene 1,
She is unexpectedly quite blunt,"You, sir,
  Charge him too coldly.",Act 1 Scene 2,
"Antigonos is playing to the idea of jealousy being an illness here by saying that Leontes is going to cause more suffering by spreading his disease. He is making decisions and accusations without letting Hermione speak her truth and listening to it. Anitognos is telling Leontes to ""be certain"" and to be aware of the continued suffering this will cause. What do you guys think about this ""spreading"" of Leontes' illness? Do you think his jealousy will affect the entire kingdom? What else do you have to say that I may have overlooked?","Be certain what you do, sir, lest your justice
  Prove violence, in the which three great ones suffer:
[155]  Yourself, your queen, your son.",Act 2 Scene 1,Pandemics
He is the cause of the illness on one hand (jealousy of Leontes) but has caught an illness as well. What has he metaphorically caught?,sickness,Act 1 Scene 2,
Equating a betrayal unbeknownst to him to that of Judas,"and my name
[505]  Be yoked with his that did betray the Best!",Act 1 Scene 2,
"The moon is associated with a woman's menses (very approximately 28 days), women's bodies keep time.  The markings of time appear on a woman's body in other ways (pregnancy another obvious marker of time).",half-moon,Act 2 Scene 1,Gender
A young boy mansplains a woman how to do her own eyebrows.,"yet black brows, they say,
  Become some women best, so that there be not
  Too much hair there, but in a semicircle,
  Or a half-moon made with a pen.",Act 2 Scene 1,Gender
"Why are they calling the Prince ""it?""",It,Act 1 Scene 1,
His jealousy is described as a physical response. This goes with the idea that jealousy is a sickness,"I have tremor cordis on me. My heart dances,
  But not for joy, not joy.",Act 1 Scene 2,Pandemics
"The vivid imagery implies that Leontes had somewhat fantasized about this. It turns this affair into something that brings him pleasure: not necessarily sexual, but like an excuse for some action he'd wanted to take perhaps against Hermione or Polixenes.","Is whispering nothing?
  Is leaning cheek to cheek? Is meeting noses?
  Kissing with inside lip? Stopping the career
[350]  Of laughter with a sigh?",Act 1 Scene 2,
"The idea that Hermione is ""infected"" by Polixenes. She is pregnant during this scene, so this is an interesting word choice.",Who does infect her?,Act 1 Scene 2,Pandemics
Something weird I found is that Hermione and Polixenes start holding hands. I think most people would be a little off-put by their spouse holding hands with someone else. When in the scene do they start to hold hands?,But to be paddling palms and pinching fingers,Act 1 Scene 2,Class
"Why, after being convinced of Polixenes's betrayal, is he so easily turned? He betrayed his King very quickly.",away tonight!,Act 1 Scene 2,None
"The pronoun use here is interesting because ""he"" could have used instead of ""it"" but by using ""it"" the main idea of the sentence is more the figure of the prince rather than specifically Mamillius.",It,Act 1 Scene 1,Gender
"Why does Leontes use this to describe Hermione's hypothetical infidelity? I think an over-black must be a fabric that appears darker than it is, but it could also be a racial comment.","But were they false
  As o’erdyed blacks",Act 1 Scene 2,None
,"But were they false
  As o’erdyed blacks,",Act 1 Scene 2,None
"If Hermione were truly being unfaithful to Leontes with his childhood friend, would she be so audacious as to use ""friend"" as a code for ""lover"" and then romantically take Polixenes' hand right in front of her husband? I think she would be much more cautious and reserved.","Th’ other for some while a friend.
 [She gives Polixenes her hand.]",Act 1 Scene 2,None
sooth=truth; like soothsayer,sooth,Act 1 Scene 2,
"This is a rapid escalation on Leontes' part, seeing his wife grab hands with another man and soon after questioning whether he is even the biological father to his son. It must indicate Leontes is a paranoid character.","Mamillius,
  Art thou my boy?",Act 1 Scene 2,None
"While this means ""biting"" in this context, it can also mean chide and I am curious about if that was intentional here as the King and Queen of Sicilia are chiding Polixenes. Does he use this word to stop them from chiding him? Or is it unintentional?",sneaping,Act 1 Scene 2,
I think this is a really interesting comment on gender than I didn't expect from a text from this time period. Her comment is adding commentary on how her word is just as valuable as a man's and I think it deserves to be pointed out.,"A lady’s “verily” is
[65]  As potent as a lord’s.",Act 1 Scene 2,
"Would a King speak so passionately and inappropriately in front of his son? One would expect Leontes to have more class, and not discourse in front of Mamillius that his mother is a whore.","Go play, boy, play. Thy mother plays, and I 
[235]  Play too, but so disgraced a part, whose issue

  Will hiss me to my grave. Contempt and clamor
  Will be my knell. Go play, boy, play.",Act 1 Scene 2,None
I think this is interesting because it conflicts what happens shortly after in the play...one king being extremely jealous of another.,"and there rooted betwixt them then such an

[25]  affection which cannot choose but branch now.",Act 1 Scene 1,
He seems very short and upset with Polixenes...almost like he was mad at him before he had suspicions about his wife and him.,"Stay your thanks awhile,
  And pay them when you part.",Act 1 Scene 2,
I wonder if this is hinting at the fact that he's the father of Hermoine's baby because that would be enough time for him to be there for it to be true.,Nine changes of the wat’ry star hath been,Act 1 Scene 2,
Why is he trying to get Polixenes to stay? I thought he was jealous and mad at him? Maybe wants him to stay so he can kill him.,One sev’nnight longer.,Act 1 Scene 2,
"Does this relate to the word ""verily"" and why is that word or root word emphasized in this part?",verier,Act 1 Scene 2,
Bug because it is bringing in religion,Plainly as heaven sees Earth and Earth sees heaven,Act 1 Scene 2,None
"This line is an allusion to Judas' betrayal of Jesus, which Shakespeare uses to get across the seriousness of the betrayal Polixenes' unfaithfulness would be. Why did Shakespeare use this specific reference here?",Be yoked with his that did betray the Best!,Act 1 Scene 2,None
Interesting recurrence of baby farm animal imagery?,wanton calf?,Act 1 Scene 2,
"The repeat of ""My wife is"" is odd it could resemble anger towards her as well as blaming her. It could also be shifting blame away from Polixenes? I'd love to hear others' thoughts on this! ","My wife’s a hobby-horse,",Act 1 Scene 2,None
" Be certain what you do, sir, lest your justice
 Prove violence, in the which three great ones suffer:
[155]  Yourself, your queen, your son.","Be certain what you do, sir, lest your justice
  Prove violence, in the which three great ones suffer:
[155]  Yourself, your queen, your son.",Act 2 Scene 1,
I find it quite interesting that they chose to call the kingdom Bohemia as this is a word with a strong connotation or meaning. It refers to an unconventional lifestyle. This sets up an expectation towards the kind of people that may live there.,Bohemia,Act 1 Scene 1,
"I found this phrasing really interesting. Camillo could have easily said he did not know and removed himself from the situation, but instead, he chose to say ""I dare not know,"" which insinuates that he knows something but dares not say it. It makes me wonder if he ever really planned on not disclosing the information","I dare not know, my
  lord.",Act 1 Scene 2,
I found this language intriguing especially in terms of thinking about the pandemic. It draws a comparison between the idea of jealousy as a disease Polixenes caught though he was still well and those who catch a literal disease while still remaining asymptomatic.,"A sickness caught of me, and yet I well?",Act 1 Scene 2,
"Comparing the dangers of jealousy to the dangers of disease is really vivid imagery, especially considering the healthcare that was available at the time.",For ’tis most dangerous.,Act 1 Scene 2,
I was really confused by why Leontes seems to be discussing his suspicions of his wife's adultery with his son? It seems an incredibly inappropriate conversation for any child let alone about his own parents.,"Thou want’st a rough pash and the shoots that I
  have",Act 1 Scene 2,
It is very interesting to see an imbalance of power such as this between two characters of opposite genders. It would probably be a director's choice on how to portray this scene - as humorous or serious,"A lady’s “verily” is
[65]  As potent as a lord’s.",Act 1 Scene 2,
"the title gives the impression of a light fable, or a fairy story but right in the first act, a seemingly lively conversation twists as Leonte's jealousy takes an intense and brilliant turn, thus setting a striking dark tone. Everything is not what it seems.",The Winter's Tale,The Winter's Tale,
"This opening scene is so short and sort of an odd place to begin as we aren't introduced to any royal characters first hand, only by name. ","If the King had no son, they would desire
  to live on crutches till he had one.",Act 1 Scene 1,
"This is a peculiar choice of words. It could be read that her sarcastic reaction to Polixenes is an overreaction to cover up the affair or anger that such a thing would be suggested. The use of the word ""devil"" contrasts the comparison of the men to lambs. This  goes with the theme of women being temptresses throughout shakespeare in general. ",Your queen and I are devils.,Act 1 Scene 2,
"""rooted betwixt"" and ""branch"" are play-on words chosen to describe the separation of these two characters who were once close","Sicilia cannot show himself over-kind to Bohemia.
  They were trained together in their childhoods,
  and there rooted betwixt them then such an

[25]  affection which cannot choose but branch now.",Act 1 Scene 1,
Shakespeare loves the symbolism of the basilisk!,basilisk.,Act 1 Scene 2,None
"I wonder if this is always how Leontes speaks to Hermione, or if he was already suspect of her relationship with Polixenes. Either way, it seems very commanding to me. ","Tongue-tied, our queen?
  Speak you.",Act 1 Scene 2,
"Interesting that it's 9 months of time, considering the length of a traditional gestation period. It makes me wonder if there will be a later reference to the birth of something or the creation of something new. ",Nine changes of the wat’ry sta,Act 1 Scene 2,Class
Leontes is coming off as especially childish -- could be to show the absurdity of his claims? Or are we (the audience) also meant to doubt Hermonie?,"Is whispering nothing?
  Is leaning cheek to cheek? Is meeting noses?
  Kissing with inside lip? Stopping the career
[350]  Of laughter with a sigh?—a note infallible
  Of breaking honesty. Horsing foot on foot?
  Skulking in corners? Wishing clocks more swift?
  Hours minutes? Noon midnight?",Act 1 Scene 2,
Very interesting phrasing... Innuendo,what is breeding,Act 1 Scene 2,
"Unlike in Richard III, Polixenes is very tuned in to the emotions of those around him and does not walk blindly through court politics. ","This is strange. Methinks
  My favor here begins to warp",Act 1 Scene 2,
"Why is Camillo the first person Leontes confronts about his suspicions of his wife's affair? Why not ask his wife? or confront Polixenes directly? If I had to guess, I'd say Camillo's immediate insistance that the Queen is faithful goes to show that it's really all in Leontes' head. Does Leontes show any other signs of ""maddess"" ? or is it jealousy? or paranoia? ",Didst perceive it?,Act 1 Scene 2,None
"I wonder why, if this was customary, Leontes would not simply check to see if this locket existed.","Why, he that wears her like her medal, hanging
[375]  About his neck",Act 1 Scene 2,
"Leontes calls Camillo a coward for not seeing ""The truth"" yet he is so insecure that his long-time best  friend being nice to his wife must mean they are having an affair... very fragile masculinity. ","thou art a coward,",Act 1 Scene 2,
"A pond would usually have more than a singular fish to catch. Is he hinting that he has other lovers/fish to be caught in his ""pond,"" or is he simply implying that someone intruded on his property, Hermione. ","And his pond fished by his next neighbor,",Act 1 Scene 2,
,,,
He is the cause of the illness on one hand (jealousy of Leontes) but has caught an illness as well. What has he metaphorically caught?,sickness,Act 1 Scene 2,
Equating a betrayal unbeknownst to him to that of Judas,"and my name
[505]  Be yoked with his that did betray the Best!",Act 1 Scene 2,
"The moon is associated with a woman's menses (very approximately 28 days), women's bodies keep time.  The markings of time appear on a woman's body in other ways (pregnancy another obvious marker of time).",half-moon,Act 2 Scene 1,Gender
A young boy mansplains a woman how to do her own eyebrows.,"yet black brows, they say,
  Become some women best, so that there be not
  Too much hair there, but in a semicircle,
  Or a half-moon made with a pen.",Act 2 Scene 1,Gender
"Why are they calling the Prince ""it?""",It,Act 1 Scene 1,
His jealousy is described as a physical response. This goes with the idea that jealousy is a sickness,"I have tremor cordis on me. My heart dances,
  But not for joy, not joy.",Act 1 Scene 2,Pandemics
"The vivid imagery implies that Leontes had somewhat fantasized about this. It turns this affair into something that brings him pleasure: not necessarily sexual, but like an excuse for some action he'd wanted to take perhaps against Hermione or Polixenes.","Is whispering nothing?
  Is leaning cheek to cheek? Is meeting noses?
  Kissing with inside lip? Stopping the career
[350]  Of laughter with a sigh?",Act 1 Scene 2,
"The idea that Hermione is ""infected"" by Polixenes. She is pregnant during this scene, so this is an interesting word choice.",Who does infect her?,Act 1 Scene 2,Pandemics
Something weird I found is that Hermione and Polixenes start holding hands. I think most people would be a little off-put by their spouse holding hands with someone else. When in the scene do they start to hold hands?,But to be paddling palms and pinching fingers,Act 1 Scene 2,Class
"Why, after being convinced of Polixenes's betrayal, is he so easily turned? He betrayed his King very quickly.",away tonight!,Act 1 Scene 2,None
"The pronoun use here is interesting because ""he"" could have used instead of ""it"" but by using ""it"" the main idea of the sentence is more the figure of the prince rather than specifically Mamillius.",It,Act 1 Scene 1,Gender
"Why does Leontes use this to describe Hermione's hypothetical infidelity? I think an over-black must be a fabric that appears darker than it is, but it could also be a racial comment.","But were they false
  As o’erdyed blacks",Act 1 Scene 2,None
,"But were they false
  As o’erdyed blacks,",Act 1 Scene 2,None
"If Hermione were truly being unfaithful to Leontes with his childhood friend, would she be so audacious as to use ""friend"" as a code for ""lover"" and then romantically take Polixenes' hand right in front of her husband? I think she would be much more cautious and reserved.","Th’ other for some while a friend.
 [She gives Polixenes her hand.]",Act 1 Scene 2,None
sooth=truth; like soothsayer,sooth,Act 1 Scene 2,
"This is a rapid escalation on Leontes' part, seeing his wife grab hands with another man and soon after questioning whether he is even the biological father to his son. It must indicate Leontes is a paranoid character.","Mamillius,
  Art thou my boy?",Act 1 Scene 2,None
"While this means ""biting"" in this context, it can also mean chide and I am curious about if that was intentional here as the King and Queen of Sicilia are chiding Polixenes. Does he use this word to stop them from chiding him? Or is it unintentional?",sneaping,Act 1 Scene 2,
I think this is a really interesting comment on gender than I didn't expect from a text from this time period. Her comment is adding commentary on how her word is just as valuable as a man's and I think it deserves to be pointed out.,"A lady’s “verily” is
[65]  As potent as a lord’s.",Act 1 Scene 2,
"Would a King speak so passionately and inappropriately in front of his son? One would expect Leontes to have more class, and not discourse in front of Mamillius that his mother is a whore.","Go play, boy, play. Thy mother plays, and I 
[235]  Play too, but so disgraced a part, whose issue

  Will hiss me to my grave. Contempt and clamor
  Will be my knell. Go play, boy, play.",Act 1 Scene 2,None
I think this is interesting because it conflicts what happens shortly after in the play...one king being extremely jealous of another.,"and there rooted betwixt them then such an

[25]  affection which cannot choose but branch now.",Act 1 Scene 1,
He seems very short and upset with Polixenes...almost like he was mad at him before he had suspicions about his wife and him.,"Stay your thanks awhile,
  And pay them when you part.",Act 1 Scene 2,
I wonder if this is hinting at the fact that he's the father of Hermoine's baby because that would be enough time for him to be there for it to be true.,Nine changes of the wat’ry star hath been,Act 1 Scene 2,
Why is he trying to get Polixenes to stay? I thought he was jealous and mad at him? Maybe wants him to stay so he can kill him.,One sev’nnight longer.,Act 1 Scene 2,
"Does this relate to the word ""verily"" and why is that word or root word emphasized in this part?",verier,Act 1 Scene 2,
Bug because it is bringing in religion,Plainly as heaven sees Earth and Earth sees heaven,Act 1 Scene 2,None
"This line is an allusion to Judas' betrayal of Jesus, which Shakespeare uses to get across the seriousness of the betrayal Polixenes' unfaithfulness would be. Why did Shakespeare use this specific reference here?",Be yoked with his that did betray the Best!,Act 1 Scene 2,None
Interesting recurrence of baby farm animal imagery?,wanton calf?,Act 1 Scene 2,
"The repeat of ""My wife is"" is odd it could resemble anger towards her as well as blaming her. It could also be shifting blame away from Polixenes? I'd love to hear others' thoughts on this! ","My wife’s a hobby-horse,",Act 1 Scene 2,None
" Be certain what you do, sir, lest your justice
 Prove violence, in the which three great ones suffer:
[155]  Yourself, your queen, your son.","Be certain what you do, sir, lest your justice
  Prove violence, in the which three great ones suffer:
[155]  Yourself, your queen, your son.",Act 2 Scene 1,
I find it quite interesting that they chose to call the kingdom Bohemia as this is a word with a strong connotation or meaning. It refers to an unconventional lifestyle. This sets up an expectation towards the kind of people that may live there.,Bohemia,Act 1 Scene 1,
"I found this phrasing really interesting. Camillo could have easily said he did not know and removed himself from the situation, but instead, he chose to say ""I dare not know,"" which insinuates that he knows something but dares not say it. It makes me wonder if he ever really planned on not disclosing the information","I dare not know, my
  lord.",Act 1 Scene 2,
I found this language intriguing especially in terms of thinking about the pandemic. It draws a comparison between the idea of jealousy as a disease Polixenes caught though he was still well and those who catch a literal disease while still remaining asymptomatic.,"A sickness caught of me, and yet I well?",Act 1 Scene 2,
"Comparing the dangers of jealousy to the dangers of disease is really vivid imagery, especially considering the healthcare that was available at the time.",For ’tis most dangerous.,Act 1 Scene 2,
I was really confused by why Leontes seems to be discussing his suspicions of his wife's adultery with his son? It seems an incredibly inappropriate conversation for any child let alone about his own parents.,"Thou want’st a rough pash and the shoots that I
  have",Act 1 Scene 2,
It is very interesting to see an imbalance of power such as this between two characters of opposite genders. It would probably be a director's choice on how to portray this scene - as humorous or serious,"A lady’s “verily” is
[65]  As potent as a lord’s.",Act 1 Scene 2,
"the title gives the impression of a light fable, or a fairy story but right in the first act, a seemingly lively conversation twists as Leonte's jealousy takes an intense and brilliant turn, thus setting a striking dark tone. Everything is not what it seems.",The Winter's Tale,The Winter's Tale,
"This opening scene is so short and sort of an odd place to begin as we aren't introduced to any royal characters first hand, only by name. ","If the King had no son, they would desire
  to live on crutches till he had one.",Act 1 Scene 1,
"This is a peculiar choice of words. It could be read that her sarcastic reaction to Polixenes is an overreaction to cover up the affair or anger that such a thing would be suggested. The use of the word ""devil"" contrasts the comparison of the men to lambs. This  goes with the theme of women being temptresses throughout shakespeare in general. ",Your queen and I are devils.,Act 1 Scene 2,
"""rooted betwixt"" and ""branch"" are play-on words chosen to describe the separation of these two characters who were once close","Sicilia cannot show himself over-kind to Bohemia.
  They were trained together in their childhoods,
  and there rooted betwixt them then such an

[25]  affection which cannot choose but branch now.",Act 1 Scene 1,
Shakespeare loves the symbolism of the basilisk!,basilisk.,Act 1 Scene 2,None
"I wonder if this is always how Leontes speaks to Hermione, or if he was already suspect of her relationship with Polixenes. Either way, it seems very commanding to me. ","Tongue-tied, our queen?
  Speak you.",Act 1 Scene 2,
"Interesting that it's 9 months of time, considering the length of a traditional gestation period. It makes me wonder if there will be a later reference to the birth of something or the creation of something new. ",Nine changes of the wat’ry sta,Act 1 Scene 2,Class
Leontes is coming off as especially childish -- could be to show the absurdity of his claims? Or are we (the audience) also meant to doubt Hermonie?,"Is whispering nothing?
  Is leaning cheek to cheek? Is meeting noses?
  Kissing with inside lip? Stopping the career
[350]  Of laughter with a sigh?—a note infallible
  Of breaking honesty. Horsing foot on foot?
  Skulking in corners? Wishing clocks more swift?
  Hours minutes? Noon midnight?",Act 1 Scene 2,
Very interesting phrasing... Innuendo,what is breeding,Act 1 Scene 2,
"Unlike in Richard III, Polixenes is very tuned in to the emotions of those around him and does not walk blindly through court politics. ","This is strange. Methinks
  My favor here begins to warp",Act 1 Scene 2,
"Why is Camillo the first person Leontes confronts about his suspicions of his wife's affair? Why not ask his wife? or confront Polixenes directly? If I had to guess, I'd say Camillo's immediate insistance that the Queen is faithful goes to show that it's really all in Leontes' head. Does Leontes show any other signs of ""maddess"" ? or is it jealousy? or paranoia? ",Didst perceive it?,Act 1 Scene 2,None
"I wonder why, if this was customary, Leontes would not simply check to see if this locket existed.","Why, he that wears her like her medal, hanging
[375]  About his neck",Act 1 Scene 2,
"Leontes calls Camillo a coward for not seeing ""The truth"" yet he is so insecure that his long-time best  friend being nice to his wife must mean they are having an affair... very fragile masculinity. ","thou art a coward,",Act 1 Scene 2,
"A pond would usually have more than a singular fish to catch. Is he hinting that he has other lovers/fish to be caught in his ""pond,"" or is he simply implying that someone intruded on his property, Hermione. ","And his pond fished by his next neighbor,",Act 1 Scene 2,
